year,bin_midpoint,bin_min,bin_max,richness_ratio_fastslow,abundance_ratio_fastslow,production_ratio_fastslow,min_n_individuals_fastslow,richness_ratio_pioneerslow,abundance_ratio_pioneerslow,production_ratio_pioneerslow,min_n_individuals_pioneerslow
2000,15.553353767559475,13.330660564824704,17.776046970294246,0.9210526315789473,0.3156320119670905,0.4907168667737472,422,1.236842105263158,0.5048616305160808,0.5803378618215171,675
2000,20.73994351392262,17.776046970294246,23.703840057550995,1.0303030303030303,0.480225988700565,0.7414844772514749,425,1.3333333333333333,0.735593220338983,0.7053876084365744,651
2000,27.656109633272763,23.703840057550995,31.60837920899453,1.2142857142857142,0.563165905631659,0.8416676642130005,370,1.4642857142857142,0.806697108066971,0.8726599403108302,530
2000,36.87861538938886,31.60837920899453,42.14885156978319,1.4,0.5609284332688588,0.784815271196156,290,2.2,0.7794970986460348,0.8873381990083986,403
2000,49.17655776871196,42.14885156978319,56.20426396764072,1.8461538461538463,0.7489539748953975,1.0366780938246956,179,2.5384615384615383,1.5146443514644352,1.724759019435501,239
2000,65.57550516593678,56.20426396764072,74.94674636423284,1.5,0.8690476190476191,0.760010295005162,73,2.9,3.5952380952380953,3.110579561848279,84
2000,87.44302311667127,74.94674636423284,99.93929986910972,1,0.9444444444444444,0.6445614011621831,17,3.5714285714285716,10.222222222222221,4.8901599011430354,18
2000,116.60272036691177,99.93929986910972,133.26614086471383,0.6666666666666666,0.4,0.17473830400841453,2,5.333333333333333,14.6,6.364819941639443,5
2000,155.48632597964314,133.26614086471383,177.70651109457248,Inf,Inf,Inf,0,Inf,Inf,Inf,0
2000,207.33647971997289,177.70651109457248,236.96644834537327,NA,NA,NA,0,Inf,Inf,Inf,0
2000,276.47714711774023,236.96644834537327,315.98784589010717,NA,NA,NA,0,Inf,Inf,Inf,0
2005,1.1667354135923118,1,1.3334708271846236,0.7543859649122807,0.11614974937343359,0.10626573736181205,1483,0.7192982456140351,0.06610275689223058,0.06733801433254223,844
2005,1.555807637068534,1.3334708271846236,1.7781444469524443,0.7368421052631579,0.08113950436192388,0.11943277894761402,1051,0.6491228070175439,0.05473635451246815,0.06844150297004767,709
2005,2.0746240967419327,1.7781444469524443,2.371103746531421,0.7627118644067796,0.06294658046954746,0.10761470317109341,925,0.6440677966101694,0.06512419190200748,0.08348672367925042,957
2005,2.766450710379617,2.371103746531421,3.161797674227814,0.7586206896551724,0.059835288973106915,0.11233306238027492,821,0.6896551724137931,0.07273522338022011,0.09209745622611062,998
2005,3.6889813171353985,3.161797674227814,4.216164960042983,0.7333333333333333,0.06590045416628047,0.12517983128584875,711,0.7,0.09435536194271944,0.11784702828357196,1018
2005,4.9191489684291625,4.216164960042983,5.622132976815341,0.7213114754098361,0.07988244723483837,0.15048471419437748,598,0.7377049180327869,0.12449906492118622,0.1643779780515332,932
2005,6.5595416439756224,5.622132976815341,7.496950311135904,0.7288135593220338,0.10578012844729882,0.1934084770566125,560,0.7288135593220338,0.14809217982621836,0.19890982369908575,784
2005,8.74695742194416,7.496950311135904,9.996964532752415,0.7857142857142857,0.13723061679464948,0.24885740534006412,554,0.8035714285714286,0.1880108991825613,0.24542872273337443,759
2005,11.66381254878856,9.996964532752415,13.330660564824704,0.8695652173913043,0.22499026858699883,0.3381775648071827,578,0.9782608695652174,0.2818217205138186,0.39298410393012195,724
2005,15.553353767559475,13.330660564824704,17.776046970294246,0.9166666666666666,0.3204460966542751,0.4907800661704087,431,1.25,0.5085501858736059,0.6229582644402736,684
2005,20.73994351392262,17.776046970294246,23.703840057550995,1.0333333333333334,0.4626334519572954,0.6844440734543727,390,1.5333333333333334,0.7746144721233689,0.7856694231510469,653
2005,27.656109633272763,23.703840057550995,31.60837920899453,1.0740740740740742,0.580441640378549,0.9244559109981547,368,1.4074074074074074,0.7744479495268138,0.8414259403943588,491
2005,36.87861538938886,31.60837920899453,42.14885156978319,1.368421052631579,0.5372549019607843,0.7471388069968221,274,2.263157894736842,0.7509803921568627,0.931213300252675,383
2005,49.17655776871196,42.14885156978319,56.20426396764072,1.9230769230769231,0.8805309734513275,1.3275236280677776,199,2.8461538461538463,1.7123893805309736,2.171792133217427,226
2005,65.57550516593678,56.20426396764072,74.94674636423284,1.4166666666666667,0.7692307692307693,0.9968747181024705,70,2.5,3.4285714285714284,5.026897324676661,91
2005,87.44302311667127,74.94674636423284,99.93929986910972,1.125,0.9130434782608695,0.6472962372389397,21,2.75,7.6521739130434785,5.2853074231777315,23
2005,116.60272036691177,99.93929986910972,133.26614086471383,1,0.6666666666666666,0.28698298882056295,2,7.5,24.666666666666668,11.377036353902445,3
2005,155.48632597964314,133.26614086471383,177.70651109457248,NA,NA,NA,0,Inf,Inf,Inf,0
2005,207.33647971997289,177.70651109457248,236.96644834537327,NA,NA,NA,0,Inf,Inf,Inf,0
2005,276.47714711774023,236.96644834537327,315.98784589010717,NA,NA,NA,0,Inf,Inf,Inf,0
2010,1.1667354135923118,1,1.3334708271846236,0.7,0.1290587444950362,0.1272989045556079,1729,0.6833333333333333,0.06770172426662685,0.072845358477989,907
2010,1.555807637068534,1.3334708271846236,1.7781444469524443,0.7288135593220338,0.10953984287317621,0.16067494845829958,1464,0.7288135593220338,0.06748971193415639,0.09211752152910989,902
2010,2.0746240967419327,1.7781444469524443,2.371103746531421,0.7166666666666667,0.08298595523632399,0.14690521070529658,1294,0.7333333333333333,0.06413134098634002,0.08896056618921482,1000
2010,2.766450710379617,2.371103746531421,3.161797674227814,0.7288135593220338,0.07368714305613595,0.1461348744825109,1058,0.6779661016949152,0.07494079955425546,0.09949514063849435,1076
2010,3.6889813171353985,3.161797674227814,4.216164960042983,0.7333333333333333,0.07779819725212217,0.1548639868101312,889,0.7333333333333333,0.0930252909775094,0.1294094584442448,1063
2010,4.9191489684291625,4.216164960042983,5.622132976815341,0.7833333333333333,0.095496404692822,0.19273414232790823,757,0.7166666666666667,0.12425886211681594,0.16182484751179985,985
2010,6.5595416439756224,5.622132976815341,7.496950311135904,0.7166666666666667,0.11067349350137849,0.21384601126059943,562,0.7333333333333333,0.15222528554549036,0.2035517982109625,773
2010,8.74695742194416,7.496950311135904,9.996964532752415,0.7592592592592593,0.14227848101265822,0.2792259938329307,562,0.8333333333333334,0.20405063291139242,0.2993399184519501,806
2010,11.66381254878856,9.996964532752415,13.330660564824704,0.8085106382978723,0.19428571428571428,0.3067003707067,510,0.9787234042553191,0.2704761904761905,0.4019829245108949,710
2010,15.553353767559475,13.330660564824704,17.776046970294246,0.9473684210526315,0.3679619349722443,0.6367559223777047,464,1.131578947368421,0.5043616177636796,0.6378530154351362,636
2010,20.73994351392262,17.776046970294246,23.703840057550995,1.064516129032258,0.46480582524271846,0.7128118254801117,383,1.4193548387096775,0.7245145631067961,0.711842303560515,597
2010,27.656109633272763,23.703840057550995,31.60837920899453,1.2,0.5811688311688312,0.8666478934374233,358,1.68,0.8051948051948052,0.8738493306492655,496
2010,36.87861538938886,31.60837920899453,42.14885156978319,1.2,0.6291390728476821,0.8209852445562402,285,2,0.8498896247240618,0.9471508003098881,385
2010,49.17655776871196,42.14885156978319,56.20426396764072,1.8461538461538463,0.8026315789473685,0.9409453743366418,183,2.6153846153846154,1.5964912280701755,1.8385093429155335,228
2010,65.57550516593678,56.20426396764072,74.94674636423284,1.3636363636363635,0.7653061224489796,0.7060739959726482,75,2.5454545454545454,3.173469387755102,3.328734134256265,98
2010,87.44302311667127,74.94674636423284,99.93929986910972,1.125,0.782608695652174,0.4893383699088334,18,3.25,8.391304347826088,6.320584954400612,23
2010,116.60272036691177,99.93929986910972,133.26614086471383,1,0.75,0.39776528851592274,3,8.5,20.5,7.924899887128394,4
2010,155.48632597964314,133.26614086471383,177.70651109457248,Inf,Inf,Inf,0,Inf,Inf,Inf,0
2010,207.33647971997289,177.70651109457248,236.96644834537327,NA,NA,NA,0,Inf,Inf,Inf,0
2010,276.47714711774023,236.96644834537327,315.98784589010717,NA,NA,NA,0,Inf,Inf,Inf,0
